id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
4335,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Kolkata,Economy,5.42,38,5566.14
4336,Vistara,UK-776,Kolkata,Evening,one,Evening,Delhi,Business,26.17,3,48983.03
4337,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,33,3529.91
4338,GO_FIRST,G8-339,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,33,2371.58
4339,Air_India,AI-625,Mumbai,Morning,one,Evening,Bangalore,Business,11.75,3,53890.5
4340,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.17,48,5851.57
4341,Air_India,AI-508,Hyderabad,Afternoon,one,Night,Mumbai,Business,8.0,12,44081.16
4342,GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,21,4487.14
4343,Vistara,UK-866,Bangalore,Night,one,Afternoon,Delhi,Business,15.0,15,48469.3
4344,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,17.08,42,56589.58
4345,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,21.5,42,5315.91
4346,GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,5,6944.15
4347,Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Economy,29.08,16,7530.11
4348,Indigo,6E-975,Bangalore,Night,zero,Night,Kolkata,Economy,2.33,27,3354.39
4349,Vistara,UK-825,Mumbai,Morning,one,Night,Delhi,Economy,14.17,7,12046.55
4350,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,8.75,23,55710.27
4351,Vistara,UK-894,Hyderabad,Evening,one,Afternoon,Delhi,Economy,18.17,40,5092.82
4352,Air_India,AI-9517,Bangalore,Evening,one,Evening,Delhi,Economy,23.67,40,4627.18
4353,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Business,15.92,36,45556.83
4354,Indigo,6E-5382,Mumbai,Evening,one,Night,Delhi,Economy,5.83,24,3889.88
4355,SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Mumbai,Economy,8.67,41,6562.82
4356,Air_India,AI-672,Chennai,Afternoon,one,Morning,Delhi,Business,19.83,4,34020.26
4357,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.33,41,49201.75
4358,Air_India,AI-507,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,25.5,40,3319.03
4359,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.83,13,10579.23
4360,Air_India,AI-544,Delhi,Evening,one,Night,Bangalore,Economy,5.0,37,5416.31
4361,Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Business,6.33,18,49927.91
4362,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Business,30.08,21,44821.7
4363,Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,32,4551.1
4364,Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Business,8.67,29,44070.39
4365,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,11.33,44,51673.92
4366,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,24.92,42,52576.83
4367,Vistara,UK-940,Mumbai,Evening,zero,Night,Delhi,Business,2.17,14,25521.46
4368,GO_FIRST,G8-345,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.33,17,6374.7
4369,Vistara,UK-875,Mumbai,Evening,one,Night,Delhi,Business,27.5,35,46050.07
4370,AirAsia,I5-517,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,30,1475.37
4371,AirAsia,I5-784,Delhi,Evening,zero,Evening,Bangalore,Economy,2.67,14,7518.29
4372,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,11.67,5,58992.64
4373,GO_FIRST,G8-321,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.17,12,7193.89
4374,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.58,34,5903.96
4375,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Business,15.83,16,54555.32
4376,Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,Economy,21.25,30,5234.2
4377,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Economy,19.5,4,15205.426000000001
4378,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,29,32890.29
4379,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.0,3,64428.7
4380,Indigo,6E-841,Bangalore,Afternoon,zero,Afternoon,Chennai,Economy,1.08,7,3520.8
4381,Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,Business,10.17,26,59107.3
4382,GO_FIRST,G8-286,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,41,6052.8
4383,Indigo,6E-269,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,35,1600.38
4384,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.83,8,52915.17
4385,GO_FIRST,G8-371,Mumbai,Evening,one,Night,Hyderabad,Economy,7.0,32,5130.21
4386,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,14.33,25,4825.58
4387,AirAsia,I5-1528,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,40,4338.17
4388,Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,Economy,24.92,45,5459.45
4389,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,27.92,46,2938.36
4390,Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Economy,10.42,12,10777.45
4391,Indigo,6E-309,Bangalore,Evening,one,Late_Night,Mumbai,Economy,4.83,34,3258.01
4392,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Bangalore,Economy,19.33,38,5067.96
4393,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,14.25,34,5746.62
4394,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.08,38,5246.68
4395,Air_India,AI-655,Mumbai,Evening,one,Evening,Delhi,Economy,24.67,32,3777.08
4396,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Business,5.58,13,49463.63
4397,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,8,53198.97
4398,Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Business,25.0,31,49708.43
4399,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,9.5,34,54644.26
4400,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Chennai,Economy,20.5,38,5303.46
4401,Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,8.83,11,13544.27
4402,Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai,Business,8.08,6,58912.03
4403,GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,18.83,30,4681.54
4404,Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Economy,7.42,40,6139.89
4405,Indigo,6E-847,Chennai,Evening,zero,Evening,Bangalore,Economy,1.08,25,1847.04
4406,Vistara,UK-621,Mumbai,Afternoon,one,Evening,Delhi,Business,6.5,49,41613.96
4407,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Business,5.67,18,48806.57
4408,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,14.5,34,5389.06
4409,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,42,3972.93
4410,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.0,36,6078.38
4411,Indigo,6E-6113,Chennai,Afternoon,one,Late_Night,Kolkata,Economy,9.67,28,5135.7
4412,GO_FIRST,G8-7549,Delhi,Afternoon,one,Night,Bangalore,Economy,4.75,31,4606.62
4413,Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Business,28.08,8,44986.22
4414,GO_FIRST,G8-395,Bangalore,Morning,one,Afternoon,Delhi,Economy,7.58,35,5992.6
4415,Indigo,6E-895,Kolkata,Evening,one,Night,Delhi,Economy,4.08,17,6322.59
4416,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Economy,22.25,22,6410.19
4417,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,Business,16.58,38,57533.2
4418,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,40,5527.81
4419,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Business,6.0,43,46586.24
4420,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Business,9.33,43,50918.81
4421,SpiceJet,SG-4031,Kolkata,Evening,one,Evening,Delhi,Economy,24.67,31,7777.21
4422,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Chennai,Business,31.17,12,61736.11
4423,Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15.0,39,5278.31
4424,Air_India,AI-675,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.08,19,6093.4
4425,Vistara,UK-879,Delhi,Evening,one,Evening,Bangalore,Economy,25.83,18,5679.86
4426,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Business,5.58,39,50762.05
4427,AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,11.0,23,6275.37
4428,Vistara,UK-802,Bangalore,Evening,one,Evening,Kolkata,Economy,23.25,28,8220.33
4429,Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Economy,16.67,40,4582.19
4430,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Business,6.25,3,51629.23
4431,Air_India,AI-809,Mumbai,Morning,one,Morning,Bangalore,Economy,25.67,12,11955.745
4432,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,11.0,8,11378.74
4433,Vistara,UK-828,Chennai,Early_Morning,two_or_more,Evening,Hyderabad,Economy,10.0,31,7870.98
4434,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Hyderabad,Business,12.33,42,52145.13
4435,Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.17,21,25507.76
4436,Indigo,6E-2102,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.25,32,2814.64
4437,Indigo,6E-606,Chennai,Evening,zero,Night,Kolkata,Economy,2.33,34,3040.29
4438,Air_India,AI-9518,Hyderabad,Night,one,Morning,Delhi,Economy,12.17,43,3628.39
4439,Indigo,6E-345,Kolkata,Morning,one,Evening,Hyderabad,Economy,8.58,37,6367.75
4440,Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,38,4388.27
4441,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Economy,25.08,47,5723.1
4442,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Economy,26.42,9,12656.79
4443,Air_India,AI-619,Mumbai,Evening,zero,Night,Hyderabad,Business,1.33,48,14705.01
4444,Indigo,6E-6278,Delhi,Morning,one,Afternoon,Kolkata,Economy,6.83,47,4576.2
4445,Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,Business,20.17,31,54762.55
4446,Indigo,6E-2131,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,34,4484.25
4447,AirAsia,I5-819,Bangalore,Morning,one,Evening,Delhi,Economy,7.0,2,15466.5
4448,Air_India,AI-619,Mumbai,Night,one,Early_Morning,Chennai,Economy,11.75,27,4763.78
4449,Vistara,UK-825,Mumbai,Morning,zero,Morning,Chennai,Economy,2.08,40,3745.35
4450,Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Business,22.25,10,25836.36
4451,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.67,49,4223.44
4452,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Economy,10.92,15,13224.83
4453,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,6.67,44,3034.89
4454,GO_FIRST,G8-519,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,1,14568.8
4455,Indigo,6E-6326,Chennai,Afternoon,zero,Afternoon,Kolkata,Economy,2.42,7,6152.15
4456,AirAsia,I5-2473,Kolkata,Morning,one,Night,Delhi,Economy,12.58,26,5916.55
4457,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,Economy,22.92,33,5209.07
4458,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Business,6.25,24,44715.66
4459,GO_FIRST,G8-199,Delhi,Afternoon,two_or_more,Night,Mumbai,Economy,8.58,28,6344.2
4460,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,11.58,19,5985.54
4461,Air_India,AI-864,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.5,10,14552.285
4462,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,22.92,36,5726.0
4463,Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Economy,15.25,28,5976.22
4464,Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,22.25,33,5205.53
4465,SpiceJet,SG-611,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.17,39,5801.61
4466,Air_India,AI-440,Chennai,Early_Morning,one,Morning,Mumbai,Economy,26.92,13,11895.78
4467,Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Business,19.17,28,58938.76
4468,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Business,2.17,17,25422.4
4469,Vistara,UK-824,Chennai,Night,one,Afternoon,Bangalore,Economy,19.5,15,9504.34
4470,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,19,5058.15
4471,Air_India,AI-636,Delhi,Afternoon,one,Morning,Chennai,Business,20.42,22,45572.75
4472,Air_India,AI-507,Hyderabad,Morning,two_or_more,Night,Chennai,Economy,14.5,31,6064.4
4473,Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,16.83,22,5255.35
4474,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67,29,5544.09
4475,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,15.17,13,44155.91
4476,Vistara,UK-874,Hyderabad,Morning,one,Early_Morning,Bangalore,Economy,23.33,6,10771.77
4477,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14.0,11,51476.06
4478,Air_India,AI-539,Chennai,Evening,one,Afternoon,Kolkata,Economy,21.5,42,4026.09
4479,Indigo,6E-6277,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.25,31,3223.65
4480,Air_India,AI-840,Hyderabad,Night,one,Evening,Kolkata,Economy,22.33,28,5533.85
4481,Vistara,UK-994,Mumbai,Morning,one,Evening,Hyderabad,Business,9.5,8,53834.85
4482,Air_India,AI-883,Delhi,Night,one,Evening,Mumbai,Economy,18.58,28,5767.7
4483,Indigo,6E-5012,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,26,3199.4
4484,Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Business,2.75,28,27152.3
4485,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Business,8.92,31,38184.27
4486,AirAsia,I5-792,Delhi,Afternoon,two_or_more,Late_Night,Bangalore,Economy,11.58,49,5512.35
4487,GO_FIRST,G8-387,Mumbai,Afternoon,one,Night,Delhi,Economy,7.25,3,11534.48
4488,GO_FIRST,G8-302,Chennai,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.83,37,3181.81
4489,Vistara,UK-859,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,38,5817.77
4490,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Chennai,Business,13.25,49,58108.9
4491,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,47,48815.83
4492,Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Business,23.42,35,57418.02
4493,Indigo,6E-6739,Delhi,Evening,zero,Evening,Chennai,Economy,2.83,8,8608.81
4494,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Chennai,Business,11.0,12,50510.5
4495,GO_FIRST,G8-571,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.67,36,4836.28
4496,Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,30,41032.01
4497,Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Business,7.33,2,66583.61
4498,Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Business,2.25,27,25669.67
4499,Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Business,23.83,44,56730.1
4500,Vistara,UK-933,Delhi,Afternoon,one,Morning,Chennai,Business,17.33,26,42293.12
4501,Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,15,7574.54
4502,Air_India,AI-573,Bangalore,Afternoon,one,Evening,Mumbai,Economy,29.0,34,3716.79
4503,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,12.92,16,6331.58
4504,Indigo,6E-5375,Mumbai,Evening,one,Night,Bangalore,Economy,5.58,28,3900.95
4505,Vistara,UK-850,Bangalore,Evening,one,Evening,Chennai,Economy,24.0,5,11008.71
4506,Air_India,AI-840,Hyderabad,Night,one,Morning,Bangalore,Business,12.08,14,47273.28
4507,SpiceJet,SG-946,Delhi,Morning,one,Evening,Chennai,Economy,4.5,49,8486.05
4508,Indigo,6E-6021,Kolkata,Afternoon,one,Late_Night,Chennai,Economy,10.5,23,5855.48
4509,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,15.08,17,46119.3
4510,Air_India,AI-773,Kolkata,Evening,one,Evening,Bangalore,Business,25.25,38,53830.02
4511,GO_FIRST,G8-803,Bangalore,Evening,one,Late_Night,Chennai,Economy,6.33,19,5711.53
4512,GO_FIRST,G8-792,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.33,22,7748.83
4513,Vistara,UK-832,Chennai,Early_Morning,two_or_more,Night,Bangalore,Economy,13.5,37,7117.69
4514,Vistara,UK-830,Hyderabad,Morning,one,Morning,Chennai,Economy,23.58,21,5585.98
4515,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.17,46,25546.72
4516,Indigo,6E-7177,Kolkata,Morning,one,Night,Bangalore,Economy,10.5,27,6168.47
4517,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,Business,15.25,14,53048.52
4518,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,15.92,33,5140.78
4519,Air_India,AI-808,Bangalore,Night,one,Afternoon,Mumbai,Economy,15.83,17,6450.39
4520,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,14.25,18,4920.11
4521,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.17,3,14406.65
4522,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,46,4232.61
4523,Air_India,AI-9517,Bangalore,Evening,one,Night,Mumbai,Economy,27.33,47,3551.72
4524,Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Economy,7.58,14,10650.79
4525,Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Economy,11.42,45,4756.71
4526,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Economy,11.42,17,5782.7
4527,Vistara,UK-821,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.17,36,6285.36
4528,Vistara,UK-776,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.33,7,11657.54
4529,Indigo,6E-7561,Kolkata,Early_Morning,two_or_more,Evening,Chennai,Economy,10.17,33,3742.34
4530,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,27,2359.49
4531,Indigo,6E-515,Chennai,Morning,one,Evening,Kolkata,Economy,6.75,49,4654.67
4532,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,13.58,9,16061.9125
4533,Air_India,AI-424,Kolkata,Afternoon,one,Afternoon,Bangalore,Business,23.0,20,58595.77
4534,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,7.0,28,5362.08
4535,Air_India,AI-809,Mumbai,Morning,one,Evening,Bangalore,Business,6.25,38,48442.53
4536,Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,Business,9.58,41,43821.74
4537,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Economy,18.92,28,6226.04
4538,Indigo,6E-562,Chennai,Evening,one,Night,Mumbai,Economy,6.33,19,4362.71
4539,Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Economy,16.92,49,4578.72
4540,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,19,8192.69
4541,Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,3,7522.78
4542,Vistara,UK-738,Kolkata,Evening,one,Morning,Mumbai,Economy,16.42,11,10226.49
4543,Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Business,15.42,40,52293.58
4544,Air_India,AI-540,Delhi,Night,zero,Night,Chennai,Business,2.92,14,28453.06
4545,Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Economy,12.42,46,5665.22
4546,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Business,13.08,22,54607.41
4547,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Business,17.5,20,51350.8
4548,Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13.0,21,52603.29
4549,GO_FIRST,G8-7548,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.0,16,7525.81
4550,Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,13.42,41,3950.24
4551,Air_India,AI-839,Delhi,Night,one,Afternoon,Bangalore,Economy,17.5,29,5863.87
4552,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,21,4897.95
4553,Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,9,14065.06
4554,Vistara,UK-870,Hyderabad,Night,zero,Night,Delhi,Business,2.25,46,25825.34
4555,Vistara,UK-893,Bangalore,Evening,two_or_more,Morning,Kolkata,Economy,13.75,30,7214.11
4556,Air_India,AI-541,Hyderabad,Evening,one,Night,Chennai,Business,7.33,23,46601.93
4557,Air_India,AI-763,Kolkata,Early_Morning,two_or_more,Afternoon,Mumbai,Economy,5.83,14,12663.695
4558,Vistara,UK-852,Bangalore,Morning,one,Morning,Kolkata,Economy,24.17,8,12198.46
4559,Air_India,AI-698,Hyderabad,Night,one,Night,Delhi,Business,22.17,7,32705.38
4560,Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Business,6.58,22,54864.22
4561,Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Economy,9.5,42,6344.83
4562,Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,Economy,10.58,27,6020.86
4563,Vistara,UK-816,Bangalore,Morning,one,Morning,Chennai,Economy,22.42,19,5188.73
4564,Air_India,AI-560,Delhi,Morning,one,Early_Morning,Chennai,Economy,23.83,23,5438.41
4565,Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.58,28,43310.95
4566,Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Economy,13.92,26,5671.59
4567,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.5,4,14736.685
4568,Vistara,UK-986,Mumbai,Night,one,Evening,Hyderabad,Economy,21.17,23,6156.61
4569,GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.0,15,4250.6
4570,Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,18,3985.3
4571,GO_FIRST,G8-393,Kolkata,Night,one,Afternoon,Bangalore,Economy,15.0,32,6465.2
4572,Air_India,AI-651,Mumbai,Morning,one,Night,Kolkata,Economy,10.25,32,4364.76
4573,Indigo,6E-847,Chennai,Evening,one,Night,Hyderabad,Economy,3.92,3,13343.51
4574,Indigo,6E-954,Delhi,Evening,zero,Night,Chennai,Economy,3.0,27,3452.17
4575,Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Economy,8.42,36,5679.08
4576,Vistara,UK-830,Hyderabad,Morning,one,Evening,Chennai,Economy,6.0,44,5237.51
4577,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.58,25,5564.43
4578,GO_FIRST,G8-390,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.83,31,6355.51
4579,Indigo,6E-827,Hyderabad,Morning,zero,Afternoon,Bangalore,Economy,1.17,49,1934.44
4580,Indigo,6E-6113,Chennai,Afternoon,one,Late_Night,Mumbai,Economy,10.08,13,7830.57
4581,GO_FIRST,G8-304,Chennai,Afternoon,one,Evening,Bangalore,Economy,5.92,19,6643.36
4582,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Business,10.25,43,43314.37
4583,Indigo,6E-149,Hyderabad,Morning,one,Evening,Kolkata,Economy,8.0,42,4158.43
4584,Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Business,27.33,19,55166.63
4585,Indigo,6E-6215,Chennai,Evening,one,Late_Night,Delhi,Economy,6.67,45,2447.8
4586,Indigo,6E-6467,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.83,48,3042.6
4587,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,13,9400.03
4588,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Business,5.58,42,50714.59
4589,Air_India,AI-542,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.58,38,5015.31
4590,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.17,12,50571.46
4591,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Economy,17.25,4,13974.46
4592,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,15.25,4,10387.04
4593,AirAsia,I5-2991,Kolkata,Night,one,Morning,Delhi,Economy,11.33,41,5536.22
4594,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Business,4.58,42,38764.64
4595,Indigo,6E-285,Hyderabad,Evening,one,Night,Chennai,Economy,4.08,23,3602.05
4596,Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,39,3212.25
4597,Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,11.42,27,6443.35
4598,SpiceJet,SG-8709,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.08,18,5072.23
4599,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,44,2452.25
4600,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Economy,12.42,43,4795.47
4601,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Mumbai,Business,16.0,6,43999.87
4602,Air_India,AI-838,Hyderabad,Afternoon,one,Afternoon,Kolkata,Economy,23.17,11,17316.98
4603,Vistara,UK-772,Kolkata,Morning,one,Night,Chennai,Business,12.67,9,57733.75
4604,Air_India,AI-765,Kolkata,Evening,one,Morning,Delhi,Economy,15.58,22,5810.44
4605,Air_India,AI-607,Mumbai,Evening,one,Early_Morning,Hyderabad,Business,15.08,4,49479.07
4606,Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.0,45,6150.07
4607,Indigo,6E-982,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.42,43,3544.99
